,created_channel_id,created_date,created_user_id,customer_id,id,source_object_type,updated_channel_id,updated_date,updated_user_id
0,0,01:01.0,2719,6d6d682e-eef8-452a-a549-fa8c052f4ba3,8440555,LEAD,0,01:01.0,2719
